NTD ID,Legacy NTD ID,Agency,Status,Reporter Type,UACE CD,UZA Name,Mode,TOS,3 Mode,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
00001,0001,King County Department of Metro Transit,Active,Full Reporter: Operating,80389,"Seattle--Tacoma, WA",DR,PT,Bus,"1,616,625 ","1,656,153 ","1,706,721 ","1,854,683 ","1,886,743 ","1,991,736 ","1,176,076 ","1,142,452 ","1,177,175 ","1,177,101 ","1,119,392 ","1,103,355 ","1,012,714 ","902,626 ","870,776 ","854,155 ","883,312 ","887,915 ","455,391 ","468,104 ","552,215 ","400,306 "
00001,0001,King County Department of Metro Transit,Active,Full Reporter: Operating,80389,"Seattle--Tacoma, WA",DR,TN,Bus,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"150,541 "
00001,0001,King County Department of Metro Transit,Active,Full Reporter: Operating,80389,"Seattle--Tacoma, WA",DR,TX,Bus,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"80,727 ","76,630 ","76,736 ","86,383 ","96,244 ","110,018 ","110,665 ","103,861 ","143,747 ","177,791 ","86,460 ","88,944 ","110,794 ","82,622 "
00001,0001,King County Department of Metro Transit,Active,Full Reporter: Operating,80389,"Seattle--Tacoma, WA",FB,DO,Ferry,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"601,942 ","599,954 ","664,365 ","701,608 ","146,930 ","286,843 ","400,407 ","286,634 "
00001,0001,King County Department of Metro Transit,Active,Full Reporter: Operating,80389,"Seattle--Tacoma, WA",LR,DO,Rail,"357,935 ","403,590 ","398,109 ","374,327 ",0 ,0 ,"413,937 ","451,204 ","520,932 ","714,461 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
00001,0001,King County Department of Metro Transit,Active,Full Reporter: Operating,80389,"Seattle--Tacoma, WA",MB,DO,Bus,"70,032,459 ","70,211,189 ","73,290,439 ","73,131,328 ","80,247,942 ","86,241,356 ","93,025,610 ","90,615,060 ","87,470,766 ","90,587,293 ","94,652,420 ","97,702,518 ","99,570,061 ","101,362,882 ","100,924,131 ","101,129,569 ","103,435,175 ","103,527,532 ","48,865,810 ","42,112,037 ","53,503,564 ","41,787,519 "
00001,0001,King County Department of Metro Transit,Active,Full Reporter: Operating,80389,"Seattle--Tacoma, WA",MB,PT,Bus,0 ,0 ,0 ,0 ,0 ,0 ,"893,652 ","846,678 ","817,030 ","826,988 ","939,664 ","1,007,014 ","1,074,519 ","940,099 ","978,883 ","883,578 ","826,450 ","834,720 ","391,935 ","424,166 ","480,077 ","408,958 "
00001,0001,King County Department of Metro Transit,Active,Full Reporter: Operating,80389,"Seattle--Tacoma, WA",SR,DO,Rail,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"750,888 ","760,933 ","707,714 ","622,225 ","1,358,297 ","1,417,507 ","1,685,668 ","1,863,409 ","749,443 ","829,953 ","1,117,605 ","876,393 "
00001,0001,King County Department of Metro Transit,Active,Full Reporter: Operating,80389,"Seattle--Tacoma, WA",TB,DO,Bus,"23,658,662 ","23,511,665 ","23,276,378 ","21,726,273 ","22,425,302 ","23,269,984 ","24,159,712 ","19,719,228 ","20,721,095 ","20,581,975 ","18,970,601 ","19,008,030 ","19,464,383 ","18,769,283 ","18,999,529 ","19,339,147 ","17,950,742 ","17,373,451 ","8,385,163 ","7,976,186 ","9,575,043 ","7,209,808 "
00001,0001,King County Department of Metro Transit,Active,Full Reporter: Operating,80389,"Seattle--Tacoma, WA",VP,DO,Bus,"1,800,027 ","1,810,153 ","1,674,689 ","1,790,616 ","1,959,606 ","2,311,547 ","2,768,945 ","3,172,678 ","2,849,584 ","3,122,742 ","3,442,588 ","3,523,814 ","3,414,782 ","3,561,398 ","3,540,538 ","3,626,422 ","3,464,738 ","3,300,186 ","1,084,802 ","512,160 ","702,709 ","671,149 "
00002,0002,Spokane Transit Authority,Active,Full Reporter: Operating,83764,"Spokane, WA",DR,DO,Bus,"261,486 ","282,234 ","283,268 ","273,581 ","270,997 ","274,830 ","276,690 ","277,200 ","258,640 ","255,329 ","257,891 ","251,244 ","247,941 ","232,508 ","226,888 ","239,886 ","255,092 ","231,791 ","117,972 ","143,809 ","167,704 ","128,866 "
00002,0002,Spokane Transit Authority,Active,Full Reporter: Operating,83764,"Spokane, WA",DR,PT,Bus,"153,023 ","166,054 ","173,701 ","189,626 ","217,573 ","239,990 ","237,770 ","244,378 ","256,552 ","225,904 ","232,215 ","231,743 ","227,230 ","230,955 ","240,398 ","236,879 ","220,234 ","209,306 ","87,843 ","108,392 ","142,612 ","108,304 "
00002,0002,Spokane Transit Authority,Active,Full Reporter: Operating,83764,"Spokane, WA",MB,DO,Bus,"7,522,394 ","7,487,408 ","7,740,359 ","7,691,052 ","8,420,620 ","9,046,264 ","11,110,265 ","11,150,243 ","10,710,562 ","10,832,037 ","11,030,806 ","11,092,515 ","11,324,434 ","10,815,736 ","10,261,816 ","10,264,971 ","10,069,599 ","9,971,798 ","5,817,776 ","5,238,135 ","6,595,319 ","5,532,967 "
00002,0002,Spokane Transit Authority,Active,Full Reporter: Operating,83764,"Spokane, WA",VP,DO,Bus,"93,694 ","101,831 ","111,298 ","129,507 ","163,712 ","168,307 ","231,726 ","212,067 ","219,306 ","232,825 ","250,436 ","241,287 ","246,331 ","219,578 ","193,006 ","178,457 ","157,433 ","155,262 ","90,770 ","70,298 ","90,576 ","63,934 "
00003,0003,Pierce County Transportation Benefit Area Authority,Active,Full Reporter: Operating,80389,"Seattle--Tacoma, WA",DR,DO,Bus,"170,641 ","167,737 ","163,247 ","150,599 ","124,380 ","121,065 ","125,500 ","125,647 ","124,936 ","125,057 ","105,571 ","114,577 ","114,030 ","113,364 ","106,022 ","100,374 ","96,206 ","84,997 ","33,406 ","24,351 ","37,778 ","28,626 "
00003,0003,Pierce County Transportation Benefit Area Authority,Active,Full Reporter: Operating,80389,"Seattle--Tacoma, WA",DR,PT,Bus,"305,602 ","311,048 ","313,465 ","289,051 ","274,770 ","302,552 ","326,174 ","337,602 ","322,841 ","312,168 ","285,013 ","256,725 ","258,601 ","255,047 ","241,969 ","224,379 ","203,837 ","206,145 ","116,883 ","138,673 ","177,331 ","143,583 "
00003,0003,Pierce County Transportation Benefit Area Authority,Active,Full Reporter: Operating,80389,"Seattle--Tacoma, WA",MB,DO,Bus,"12,921,475 ","13,368,776 ","14,115,207 ","12,270,085 ","12,409,428 ","13,300,678 ","14,985,550 ","14,251,052 ","14,124,784 ","12,149,043 ","10,575,749 ","10,344,992 ","10,231,241 ","9,104,336 ","8,588,447 ","8,543,157 ","8,654,242 ","8,376,891 ","4,755,960 ","4,363,241 ","4,950,296 ","4,243,529 "
00003,0003,Pierce County Transportation Benefit Area Authority,Active,Full Reporter: Operating,80389,"Seattle--Tacoma, WA",VP,DO,Bus,"594,030 ","639,621 ","692,097 ","734,389 ","813,889 ","782,079 ","850,373 ","848,393 ","824,382 ","859,692 ","876,852 ","926,442 ","906,640 ","849,159 ","828,348 ","810,383 ","783,571 ","740,207 ","397,472 ","323,089 ","382,751 ","250,046 "
00005,0005,City of Everett,Active,Full Reporter: Operating,80389,"Seattle--Tacoma, WA",DR,DO,Bus,"53,873 ","81,471 ","89,695 ","91,384 ","80,265 ","103,302 ","111,674 ","108,892 ","113,581 ","119,232 ","108,846 ","113,008 ","120,739 ","121,165 ","118,357 ","122,427 ","129,011 ","125,102 ","53,400 ","51,780 ","64,329 ","48,895 "
00005,0005,City of Everett,Active,Full Reporter: Operating,80389,"Seattle--Tacoma, WA",MB,DO,Bus,"1,513,054 ","1,923,088 ","1,927,339 ","1,958,662 ","2,112,866 ","2,226,619 ","2,517,228 ","2,490,401 ","2,278,575 ","2,323,769 ","2,275,208 ","2,004,062 ","1,971,113 ","1,944,871 ","1,948,785 ","1,902,840 ","1,800,312 ","1,606,899 ","806,601 ","761,882 ","1,007,952 ","834,649 "
00006,0006,City of Yakima,Active,Full Reporter: Operating,97507,"Yakima, WA",CB,PT,Bus,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"13,530 ","28,396 ","23,845 ","24,231 ","25,322 ","26,746 ","11,581 ","9,281 ","18,375 ","12,995 "
00006,0006,City of Yakima,Active,Full Reporter: Operating,97507,"Yakima, WA",DR,PT,Bus,0 ,"63,181 ","37,678 ","80,963 ","67,593 ","82,831 ","101,149 ","90,942 ","87,484 ","83,174 ","81,410 ","74,697 ","68,905 ","77,851 ","78,946 ","75,549 ","69,112 ","65,844 ","36,910 ","35,974 ","40,196 ","30,558 "
00006,0006,City of Yakima,Active,Full Reporter: Operating,97507,"Yakima, WA",MB,DO,Bus,0 ,"1,026,338 ","527,251 ","1,081,795 ","1,176,616 ","1,279,642 ","1,454,719 ","1,334,548 ","1,287,908 ","1,430,986 ","1,538,794 ","1,270,755 ","1,145,712 ","1,096,221 ","1,033,510 ","1,031,924 ","966,034 ","922,814 ","536,746 ","472,252 ","454,913 ","389,281 "
00006,0006,City of Yakima,Active,Full Reporter: Operating,97507,"Yakima, WA",VP,DO,Bus,0 ,"16,589 ","10,222 ","53,837 ","54,562 ","70,541 ","96,769 ","91,552 ","101,768 ","107,115 ","78,542 ","73,817 ","67,079 ","65,659 ","49,286 ","43,216 ","43,127 ","41,514 ","6,554 ","3,355 ",0 ,0 
00007,0007,Lane Transit District,Active,Full Reporter: Operating,28117,"Eugene, OR",DR,PT,Bus,"114,639 ","118,445 ","125,254 ","130,402 ","137,069 ","147,829 ","161,286 ","165,090 ","181,750 ","193,598 ","203,985 ","198,376 ","218,469 ","206,591 ","189,186 ","184,418 ","185,102 ","187,641 ","82,235 ","69,754 ","80,858 ","70,124 "
00007,0007,Lane Transit District,Active,Full Reporter: Operating,28117,"Eugene, OR",DR,TX,Bus,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"102,424 ","110,938 ","125,265 ","200,627 ","283,169 ","297,633 ","307,026 ","329,887 ","376,866 ","224,985 ","225,929 ","231,050 ","165,954 "
00007,0007,Lane Transit District,Active,Full Reporter: Operating,28117,"Eugene, OR",MB,DO,Bus,"8,365,005 ","8,103,040 ","8,396,793 ","8,626,363 ","9,443,294 ","10,299,753 ","11,933,051 ","11,257,192 ","11,183,247 ","11,379,655 ","8,810,087 ","8,564,275 ","8,207,934 ","7,521,845 ","7,469,388 ","7,202,097 ","6,451,902 ","5,993,054 ","2,898,610 ","2,399,311 ","3,137,938 ","2,296,227 "
00007,0007,Lane Transit District,Active,Full Reporter: Operating,28117,"Eugene, OR",MB,PT,Bus,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"13,446 ","15,822 ","15,493 ","16,254 ","16,552 ","15,295 ","14,061 ","15,686 ","21,350 ","19,646 ","12,006 ","9,410 ","11,685 ","9,280 "
00007,0007,Lane Transit District,Active,Full Reporter: Operating,28117,"Eugene, OR",RB,DO,Bus,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,722,638 ","2,765,596 ","2,815,990 ","2,672,762 ","2,706,970 ","2,959,823 ","3,792,780 ","3,951,850 ","2,262,812 ","1,865,995 ","2,360,436 ","1,751,665 "
00007,0007,Lane Transit District,Active,Full Reporter: Operating,28117,"Eugene, OR",VP,PT,Bus,0 ,0 ,0 ,0 ,"14,326 ","14,386 ","14,917 ","28,722 ","33,484 ","27,734 ","30,827 ","41,835 ","47,233 ","46,767 ","40,822 ","39,766 ","40,031 ","42,659 ","10,452 ","3,939 ","8,567 ","7,135 "
00008,0008,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter: Operating,71317,"Portland, OR--WA",CR,PT,Other,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"271,371 ","330,753 ","400,811 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
00008,0008,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter: Operating,71317,"Portland, OR--WA",DR,PT,Bus,"887,939 ","899,042 ","998,694 ","1,027,189 ","1,076,603 ","1,100,615 ","1,105,225 ","1,080,228 ","1,069,704 ","948,612 ","934,167 ","936,446 ","922,958 ","924,696 ","905,731 ","896,547 ","880,494 ","846,322 ","340,307 ","316,464 ","447,227 ","337,847 "
00008,0008,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter: Operating,71317,"Portland, OR--WA",DR,TN,Bus,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"9,491 "
00008,0008,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter: Operating,71317,"Portland, OR--WA",DR,TX,Bus,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"115,737 ","114,389 ","108,266 ","112,019 ","126,136 ","143,757 ","109,895 ","115,653 ","100,274 ","37,050 ","28,772 ","42,893 ","36,594 "
00008,0008,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter: Operating,71317,"Portland, OR--WA",LR,DO,Rail,"25,665,600 ","26,427,700 ","30,235,000 ","32,148,200 ","33,069,600 ","34,700,400 ","35,772,900 ","35,966,000 ","44,239,796 ","45,882,927 ","40,874,980 ","38,309,800 ","38,286,600 ","38,460,200 ","40,294,200 ","39,174,630 ","38,953,160 ","38,388,070 ","19,168,820 ","16,051,580 ","20,575,344 ","15,140,950 "
00008,0008,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter: Operating,71317,"Portland, OR--WA",MB,DO,Bus,"62,918,800 ","62,514,300 ","64,326,700 ","63,676,500 ","62,818,100 ","62,609,600 ","66,759,200 ","62,758,500 ","59,128,400 ","58,723,300 ","60,383,100 ","58,807,900 ","62,230,900 ","61,471,900 ","58,292,800 ","57,412,260 ","56,727,120 ","57,374,350 ","30,216,410 ","27,908,580 ","32,603,542 ","24,838,000 "
00008,0008,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter: Operating,71317,"Portland, OR--WA",SR,DO,Rail,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"3,735,720 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
00008,0008,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter: Operating,71317,"Portland, OR--WA",YR,PT,Rail,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"433,870 ","476,760 ","503,050 ","459,115 ","455,170 ","432,888 ","394,708 ","361,612 ","137,369 ","88,021 ","114,846 ","74,687 "
00011,0011,Valley Regional Transit,Active,Full Reporter: Operating,08785,"Boise City, ID",DR,DO,Bus,0 ,"34,583 ","35,223 ","34,561 ","33,906 ","39,299 ","44,390 ","35,627 ","37,178 ","41,788 ","46,829 ","48,882 ","57,960 ","57,598 ","58,041 ","44,611 ",0 ,0 ,0 ,0 ,0 ,0 
00011,0011,Valley Regional Transit,Active,Full Reporter: Operating,08785,"Boise City, ID",DR,PT,Bus,0 ,"1,311 ",0 ,"3,401 ","2,469 ","2,300 ","1,967 ","1,926 ","1,405 ",0 ,0 ,0 ,0 ,0 ,0 ,"17,860 ","87,610 ","109,747 ","69,143 ","100,574 ","107,673 ","72,295 "
00011,0011,Valley Regional Transit,Active,Full Reporter: Operating,08785,"Boise City, ID",MB,DO,Bus,0 ,"1,137,936 ","699,568 ","960,341 ","949,178 ","917,394 ","1,109,972 ","1,184,883 ","1,263,073 ","1,399,539 ","1,436,882 ","1,449,687 ","1,408,750 ","1,359,519 ","1,362,879 ","1,002,984 ",0 ,0 ,0 ,0 ,0 ,0 
00011,0011,Valley Regional Transit,Active,Full Reporter: Operating,08785,"Boise City, ID",MB,PT,Bus,0 ,"60,190 ",0 ,"110,367 ","126,606 ","124,777 ","207,039 ","203,249 ","120,573 ",0 ,0 ,0 ,0 ,0 ,0 ,"319,872 ","1,285,338 ","1,256,650 ","1,067,452 ","823,614 ","948,457 ","654,128 "
00012,0012,Municipality of Anchorage,Active,Full Reporter: Operating,02305,"Anchorage, AK",DR,PT,Bus,"192,884 ","196,021 ","190,875 ","183,043 ","180,193 ","178,860 ","196,404 ","194,971 ","197,845 ","199,063 ","196,448 ","184,459 ","174,663 ","158,615 ","174,245 ","172,498 ","132,917 ","131,456 ","78,142 ","89,838 ","129,261 ","101,964 "
00012,0012,Municipality of Anchorage,Active,Full Reporter: Operating,02305,"Anchorage, AK",MB,DO,Bus,"3,110,480 ","3,339,451 ","3,536,059 ","3,975,074 ","3,929,870 ","3,988,745 ","4,220,704 ","4,165,535 ","4,145,578 ","4,148,501 ","4,088,549 ","3,986,877 ","3,896,678 ","3,649,698 ","3,450,261 ","3,190,209 ","2,941,924 ","3,251,159 ","1,710,144 ","1,953,114 ","2,412,726 ","1,833,047 "
00012,0012,Municipality of Anchorage,Active,Full Reporter: Operating,02305,"Anchorage, AK",MB,PT,Bus,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"51,398 ","285,576 ","158,949 ",0 ,0 ,0 ,0 
00012,0012,Municipality of Anchorage,Active,Full Reporter: Operating,02305,"Anchorage, AK",VP,PT,Bus,"114,117 ","83,579 ","88,075 ","88,075 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"193,227 ","201,544 ","206,330 ","208,840 ","146,075 ","150,954 ","189,684 ","148,690 "
00016,0016,RiverCities Transit,Active,Full Reporter: Operating,51283,"Longview, WA--OR",CB,DO,Bus,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,521 ,310 
00016,0016,RiverCities Transit,Active,Full Reporter: Operating,51283,"Longview, WA--OR",DR,PT,Bus,"41,444 ","41,127 ","42,282 ","43,033 ","46,044 ","44,174 ","46,895 ","49,603 ","53,535 ","62,652 ","62,048 ","59,381 ","59,022 ","56,756 ","49,893 ","49,546 ","52,622 ","55,867 ","26,222 ","26,071 ","30,214 ","20,174 "
00016,0016,RiverCities Transit,Active,Full Reporter: Operating,51283,"Longview, WA--OR",MB,DO,Bus,"330,607 ","325,565 ","336,517 ","322,730 ","330,403 ","341,028 ","358,256 ","444,789 ","395,778 ","388,070 ","381,018 ","359,742 ","392,674 ","428,238 ","396,896 ","377,835 ","354,317 ","334,731 ","204,103 ","169,320 ","205,740 ","161,108 "
00016,0016,RiverCities Transit,Active,Full Reporter: Operating,51283,"Longview, WA--OR",VP,DO,Bus,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,310 ,18 ,0 ,0 ,0 ,0 ,0 ,0 
00018,0018,Ben Franklin Transit,Active,Full Reporter: Operating,44479,"Kennewick--Richland--Pasco, WA",DR,DO,Bus,"293,573 ","319,693 ","349,051 ","372,994 ","413,267 ","427,373 ","430,930 ","425,241 ","364,358 ","344,993 ","328,761 ","308,232 ","312,136 ","317,079 ","308,165 ","293,095 ","316,092 ","299,448 ","153,730 ","173,407 ","217,530 ","156,897 "
00018,0018,Ben Franklin Transit,Active,Full Reporter: Operating,44479,"Kennewick--Richland--Pasco, WA",DR,PT,Bus,"101,536 ","130,542 ","167,341 ","180,538 ","216,425 ","204,602 ","237,978 ","192,399 ","143,781 ","67,534 ","66,025 ","69,499 ","67,394 ","69,772 ","72,042 ","73,612 ","75,755 ","77,866 ","19,573 ","54,767 ","153,786 ","130,318 "
00018,0018,Ben Franklin Transit,Active,Full Reporter: Operating,44479,"Kennewick--Richland--Pasco, WA",DR,TX,Bus,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"66,146 ","77,991 ","88,883 ","116,318 ","122,637 ","122,942 ","107,920 ","50,149 ",0 ,0 ,0 ,0 ,0 
00018,0018,Ben Franklin Transit,Active,Full Reporter: Operating,44479,"Kennewick--Richland--Pasco, WA",MB,DO,Bus,"2,745,850 ","2,832,367 ","2,939,267 ","3,066,207 ","3,376,832 ","3,347,886 ","3,805,453 ","3,678,714 ","3,289,127 ","3,177,236 ","3,020,031 ","2,789,196 ","2,824,121 ","2,652,058 ","2,419,818 ","2,184,099 ","2,032,773 ","2,096,572 ","1,218,177 ","1,415,305 ","1,781,820 ","1,556,696 "
00018,0018,Ben Franklin Transit,Active,Full Reporter: Operating,44479,"Kennewick--Richland--Pasco, WA",VP,DO,Bus,"528,293 ","507,544 ","657,877 ","733,445 ","693,562 ","859,119 ","1,140,989 ","1,232,194 ","1,261,398 ","1,295,002 ","1,190,334 ","861,586 ","828,189 ","794,579 ","709,319 ","643,216 ","646,186 ","652,803 ","221,933 ","153,560 ","244,427 ","206,617 "
00019,0019,Intercity Transit,Active,Full Reporter: Operating,65242,"Olympia--Lacey, WA",CB,DO,Bus,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"219,194 ","211,686 ","212,421 ","191,157 ","170,456 ","162,560 ","167,823 ","210,487 ","54,639 ","33,157 ","82,960 ","51,987 "
00019,0019,Intercity Transit,Active,Full Reporter: Operating,65242,"Olympia--Lacey, WA",DR,DO,Bus,"113,921 ","105,159 ","113,281 ","117,621 ","120,503 ","134,948 ","133,847 ","142,209 ","152,995 ","149,079 ","150,374 ","156,573 ","160,046 ","166,062 ","172,852 ","175,596 ","190,907 ","215,834 ","143,104 ","115,286 ","130,004 ","94,310 "
00019,0019,Intercity Transit,Active,Full Reporter: Operating,65242,"Olympia--Lacey, WA",MB,DO,Bus,"2,419,096 ","2,587,111 ","2,760,580 ","2,839,816 ","3,240,316 ","3,635,842 ","4,307,998 ","4,298,847 ","4,313,015 ","4,505,329 ","4,348,177 ","4,222,385 ","4,257,903 ","4,092,261 ","3,943,343 ","3,761,602 ","3,595,607 ","3,819,398 ","1,851,237 ","2,287,878 ","2,885,836 ","1,638,870 "
00019,0019,Intercity Transit,Active,Full Reporter: Operating,65242,"Olympia--Lacey, WA",VP,DO,Bus,"241,434 ","268,890 ","298,684 ","383,550 ","467,614 ","535,270 ","689,232 ","682,010 ","638,334 ","684,442 ","744,482 ","761,750 ","746,540 ","685,112 ","602,430 ","550,202 ","520,843 ","491,090 ","284,796 ","178,904 ","212,856 ","176,956 "
00020,0020,Kitsap Transit,Active,Full Reporter: Operating,09946,"Bremerton, WA",DR,DO,Bus,"321,809 ","408,621 ","462,336 ","443,271 ","435,620 ","438,843 ","427,550 ","352,667 ","308,216 ","301,538 ","286,851 ","283,549 ","298,757 ","305,544 ","290,509 ","283,463 ","294,105 ","305,006 ","134,977 ","151,029 ","224,028 ","140,697 "
00020,0020,Kitsap Transit,Active,Full Reporter: Operating,09946,"Bremerton, WA",DR,TX,Bus,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,062 ",322 ,118 ,142 ,0 ,112 ,"1,999 ","1,307 ","3,347 ","1,012 ","1,991 ","3,199 ","1,298 "
00020,0020,Kitsap Transit,Active,Full Reporter: Operating,09946,"Bremerton, WA",FB,DO,Ferry,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"118,406 ","299,471 ","476,936 ","236,160 ","562,589 ","794,789 ","716,211 "
00020,0020,Kitsap Transit,Active,Full Reporter: Operating,09946,"Bremerton, WA",FB,PT,Ferry,"288,984 ","339,120 ","383,461 ","450,202 ","453,693 ","465,806 ","523,733 ","473,926 ","444,296 ","454,649 ","437,846 ","450,732 ","458,604 ","492,857 ","487,279 ","499,589 ","555,258 ","561,860 ","279,499 ",0 ,0 ,0 
00020,0020,Kitsap Transit,Active,Full Reporter: Operating,09946,"Bremerton, WA",MB,DO,Bus,"3,826,229 ","4,026,104 ","4,022,324 ","4,069,541 ","3,858,728 ","3,823,787 ","4,055,688 ","3,466,645 ","2,877,935 ","2,914,402 ","2,875,831 ","2,967,591 ","2,818,352 ","2,809,535 ","2,596,174 ","2,533,304 ","2,510,211 ","2,349,407 ","1,220,764 ","946,001 ","1,103,948 ","889,786 "
00020,0020,Kitsap Transit,Active,Full Reporter: Operating,09946,"Bremerton, WA",VP,DO,Bus,"173,515 ","217,130 ","232,285 ","289,400 ","301,920 ","300,035 ","312,804 ","286,858 ","259,845 ","262,418 ","250,975 ","226,303 ","232,423 ","205,418 ","175,920 ","179,833 ","168,402 ","153,657 ","77,466 ","63,723 ","75,487 ","55,171 "
00021,0021,Whatcom Transportation Authority,Active,Full Reporter: Operating,06652,"Bellingham, WA",DR,DO,Bus,"153,054 ","164,985 ","184,141 ","214,395 ","160,086 ","168,427 ","181,866 ","184,030 ","173,891 ","174,228 ","177,700 ","181,228 ","190,772 ","201,821 ","211,866 ","220,815 ","214,479 ","216,711 ","113,221 ","134,308 ","168,956 ","127,228 "
00021,0021,Whatcom Transportation Authority,Active,Full Reporter: Operating,06652,"Bellingham, WA",DR,PT,Bus,"3,259 ","2,645 ","2,630 ","2,401 ","2,196 ","2,476 ","2,276 ","2,305 ","2,275 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
00021,0021,Whatcom Transportation Authority,Active,Full Reporter: Operating,06652,"Bellingham, WA",DR,TX,Bus,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,659 ","3,260 ","3,565 ","2,540 ","2,654 ","2,700 ","1,626 ","1,229 ","2,285 ",261 ,0 ,0 ,0 
00021,0021,Whatcom Transportation Authority,Active,Full Reporter: Operating,06652,"Bellingham, WA",MB,DO,Bus,"3,019,966 ","3,040,738 ","3,392,350 ","3,399,851 ","3,582,482 ","3,946,135 ","5,032,936 ","5,623,156 ","4,886,749 ","5,125,549 ","5,860,120 ","5,677,712 ","5,919,614 ","4,934,429 ","4,701,668 ","4,602,021 ","4,542,536 ","4,451,508 ","1,917,385 ","1,714,220 ","2,913,033 ","2,241,283 "
00021,0021,Whatcom Transportation Authority,Active,Full Reporter: Operating,06652,"Bellingham, WA",VP,DO,Bus,0 ,"59,156 ",0 ,0 ,0 ,0 ,0 ,0 ,"53,954 ","49,484 ","61,002 ","59,615 ","77,344 ","61,922 ","51,944 ","46,492 ","47,591 ","33,361 ","18,765 ","15,874 ","19,991 ","15,758 "
00022,0022,City of Pocatello,Inactive,Small Systems Reporter,70426,"Pocatello, ID",DR,DO,Bus,"36,187 ","52,724 ","48,552 ","42,890 ","41,061 ","46,789 ","116,189 ","104,330 ","107,853 ","101,755 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
00022,0022,City of Pocatello,Inactive,Small Systems Reporter,70426,"Pocatello, ID",MB,DO,Bus,"410,390 ","447,723 ","442,302 ","431,227 ","423,560 ","399,506 ","414,308 ","429,314 ","419,880 ","364,809 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
00023,0023,City of Seattle,Active,Full Reporter: Operating,80389,"Seattle--Tacoma, WA",MG,PT,Rail,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,106,846 ","2,092,673 ","2,162,624 ","2,292,953 ","2,243,329 ","2,129,479 ","2,021,780 ","1,939,224 ","298,349 ","666,872 ","1,633,951 ","1,437,089 "
